layer,original,predicted
0,bfd_nonfatal.cold,print_error_message_0010274b
0,usage,print_binary_file_section_sizes_0010281b
0,sysv_internal_sizer.cold,initialize_function_001026ea
0,list_matching_formats,print_matching_formats_0010278c
0,rprint_number.cold,print_formatted_value_00102710
0,size_number.cold,print_formatted_number_001026f6
0,print_sizes.cold,print_extraction_0010259c
0,rprint_number,format_and_print_value_00102e90
0,bfd_nonfatal,print_error_message_00103d20
0,size_number,print_formatted_number_00102e50
0,sysv_internal_sizer,calculate_data_size_00103c50
0,berkeley_or_gnu_sum,update_data_based_on_flags_00102d70
0,report,print_error_message_00102ee0
0,FUN_00102020,execute_indirect_call_00102020
1,sysv_one_line,print_three_values_00102fe0
1,non_fatal,print_error_message_00102f40
1,fatal,print_formatted_error_message_00102db0
2,display_file.cold,handle_file_error_00102360
2,sysv_internal_printer,process_params_00103cc0
3,print_sizes,calculate_section_sizes_00102a90
4,display_bfd,check_bfd_format_00102a40
4,display_bfd.cold,handle_bfd_format_errors_001024d2
5,FUN_001023b6,process_archived_files_001023b6
6,display_file,check_file_info_00102980
7,main,parse_input_files_00103130
