layer,original,predicted
0,FUN_00103510,print_formatted_data_00103510
0,usage,print_usage_001030c0
0,unget_part_char.cold,update_and_add_001027e2
0,display_utf8_char,decode_and_display_unicode_0010293a
0,FUN_0010282b,initialize_data_0010282b
0,is_valid_utf8,check_byte_sequence_001028b2
0,print_filename_and_address.part.0,print_formatted_value_0010286f
0,get_unicode_byte,read_byte_from_stream_0010290e
0,get_char.cold,extract_bits_00102771
0,FUN_001034fa,print_string_in_chunks_001034fa
0,report,print_error_message_001038b0
0,FUN_00102020,call_code_at_memory_address_00102020
1,non_fatal,print_error_message_00103910
1,fatal,handle_error_and_exit_00104a60
1,get_char,decode_00103520
1,print_filename_and_address.cold,print_formatted_string_00102853
1,unget_part_char,adjust_data_values_00103810
1,print_filename_and_address,print_if_enabled_00103890
2,print_unicode_stream_body,process_data_00102b11
2,FUN_001034d5,process_data_001034d5
3,print_strings.cold,decode_and_print_data_00102330
3,print_strings,print_formatted_data_00103240
3,FUN_0010259a,print_formatted_value_0010259a
4,main,parse_strings_00103aa0
