layer,original,predicted
0,__do_global_dtors_aux,initialize_flag_000800f4
0,Servo,extract_offset_000805a8
0,write,update_data_000812b8
0,PIO_SetPeripheral,update_parameter_000809be
0,PIO_SetInput,set_values_000809e4
0,PIO_SetOutput,set_param_values_00080a0a
0,PIO_GetOutputDataStatus,check_bitwise_intersection_00080a94
0,pmc_enable_periph_clk,check_and_set_bit_00080aa8
0,TC_SetRA,set_memory_value_00080b90
0,SystemInit,initialize_memory_00080b98
0,adc_init,calculate_threshold_00080c98
0,adc_configure_trigger,update_flags_00080d30
0,adc_configure_timing,update_configuration_00080d3e
0,adc_disable_channel,set_bit_00080d58
0,adc_disable_all_channel,set_default_value_00080d62
0,adc_disable_interrupt,set_param_value_00080d6a
0,__false,initialize_00080e80
0,_sbrk,calculate_new_value_00080e88
0,_close,get_error_code_00080eaa
0,_fstat,initialize_memory_00080eb0
0,_isatty,get_return_value_00080eba
0,_lseek,initialize_00080ebe
0,_read,initialize_00080ec2
0,_write,copy_bytes_00080ec8
0,_getpid,get_error_code_00080efe
0,millis,get_data_value_thunk_000816d8
0,tickReset,execute_function_if_condition_met_00081190
0,store_char,update_buffer_000811ca
0,available,calculate_difference_00081248
0,read,extract_byte_from_buffer_00081276
0,UARTClass,initialize_parameters_00081348
0,map,calculate_linear_interpolation_0008145c
0,toInt,parse_integer_000815de
0,_watchdogDefaultSetup,initialize_data_00081618
0,countPulseASM,check_and_count_00081684
0,GetTickCount,get_data_000816d8
0,__aeabi_atexit,update_relocation_entry_000816ec
0,__libc_init_array,execute_function_set_00081778
0,memcpy,copy_memory_00081d48
0,memmove,copy_memory_00081e34
0,memset,fill_memory_with_byte_00081f00
0,strcmp,compare_arrays_00082390
0,strcpy,copy_string_000825cc
0,strlen,count_leading_zeros_00082688
0,__locale_charset,get_memory_address_00084004
0,__locale_mb_cur_max,get_relocation_offset_0008400c
0,memchr,find_character_000840f8
0,_getpid_r,get_error_code_thunk_00080efe
0,__ascii_wctomb,convert_value_to_byte_0008439c
0,__divdi3,divide_unsigned_integers_000845c0
0,__udivdi3,calculate_division_00084860
1,serialEventRun,check_and_execute_functions_00080970
1,PIO_Configure,update_parameter_00080a30
1,RingBuffer,initialize_memory_000811b0
1,timedRead,process_data_000811e8
1,USARTClass,initialize_and_update_data_00081438
1,equals,compare_and_return_result_000815b8
1,pulseIn,calculate_elapsed_time_00081624
1,_sbrk_r,update_value_0008236c
1,__sinit,initialize_data_structures_00083888
1,raise,process_param_000841e4
1,_wcrtomb_r,execute_function_0008434c
1,_fstat_r,initialize_memory_00084494
1,_isatty_r,process_return_value_000844bc
1,_lseek_r,initialize_and_check_000844e0
1,_read_r,initialize_and_check_00084508
1,__gnu_ldivmod_helper,subtract_and_store_0008455c
1,__gnu_uldivmod_helper,calculate_difference_0008458c
2,straightAndStop,linear_interpolation_00080164
2,_GLOBAL__sub_I_g_APinDescription,initialize_memory_and_data_0008089c
2,pinMode,update_parameter_00080f0c
2,printNumber,convert_to_base_000810fc
2,_malloc_trim_r,reverse_and_update_value_00083a74
2,__sread,update_data_00084220
2,__swrite,process_data_00084244
2,__sseek,initialize_and_set_flag_0008427c
2,__aeabi_uldivmod,calculate_difference_00084530
3,digitalWrite,update_parameter_00081014
3,print,convert_to_base_thunk_0008113a
3,_free_r,update_relocation_entry_00083b10
4,Servo_Handler,update_data_0008044c
4,println,calculate_sum_0008117a
4,free,update_relocation_entry_00081800
4,_malloc_r,allocate_memory_00081810
4,_fflush_r,process_data_00083850
5,~String,update_relocation_entry_00081472
5,invalidate,reset_relocation_entry_00081480
5,move,update_parameters_0008151c
5,malloc,allocate_memory_000817f0
5,_realloc_r,allocate_or_update_memory_00081fac
5,__smakebuf_r,initialize_memory_00084018
5,fclose,process_data_00084484
6,operator=,check_and_update_parameters_00081560
6,realloc,allocate_or_update_memory_00081f9c
6,__swsetup_r,process_relocation_0008356c
7,changeBuffer,allocate_and_update_memory_00081496
7,__sfvwrite_r,process_data_00083ca8
7,__swbuf_r,process_data_000842a4
8,reserve,allocate_and_update_memory_000814ae
8,_fputwc_r,process_data_000839b4
9,copy,update_memory_and_copy_string_000814d0
9,__sprint_r.part.0,process_data_00082824
10,String,initialize_memory_000814f6
10,concat,allocate_and_update_memory_0008159e
11,readStringUntil,process_and_allocate_memory_00081214
12,loop,control_system_00080250
13,fiprintf,execute_relocation_00081750
13,iprintf,process_data_000817c8
13,__sbprintf,process_data_000834f0
14,_exit,exit_with_status_00080eec
14,_vfiprintf_r,process_formatted_string_0008289c
15,abort,process_and_jump_000836ec
16,__assert_func,execute_assertion_000816f8
17,TC_Configure,configure_tc_channel_00080b2c
18,_initISR,initialize_tc_channel_000803fc
19,attach,update_parameter_000806a0
20,setup,initialize_configuration_000801e0
21,main,run_control_system_000815ec
