layer,original,predicted
0,_lseek_r,initialize_value_and_return_000004f2
0,_fstat_r,set_default_value_and_return_00000514
0,_isatty_r,check_valid_input_00000534
0,bitarithm_lsb,extract_bits_and_count_ones_00000566
0,clist_rpush,update_pointer_0000058e
0,clist_lpop,extract_value_000005ca
0,thread_stack_init,initialize_memory_000007dc
0,thread_isr_stack_usage,count_valid_offsets_000008b8
0,thread_isr_stack_pointer,get_main_stack_pointer_00000900
0,thread_isr_stack_start,get_initial_value_0000091c
0,thread_yield_higher,enable_hardware_interrupt_0000093c
0,irq_disable,check_irq_interrupts_00000cd0
0,irq_enable,check_ir_qinterrupts_enabled_00000cf0
0,irq_restore,enable_irq_interrupts_if_privileged_00000d0c
0,irq_is_in,get_exception_number_00000d2a
0,bitband_addr,calculate_offset_00001d08
0,wdog_disable,initialize_data_00000dcc
0,thread_measure_stack_free,find_array_end_index_000010a0
0,NVIC_EnableIRQ,update_bit_00002714
0,uart_write,copy_data_000015d0
0,kinetis_mcg_set_fll_factor,update_register_00001748
0,kinetis_mcg_set_pee,initialize_00001ad4
0,port,apply_mask_and_combine_00001d5e
0,gpio,apply_bitmask_and_concatenate_00001d80
0,port_num,extract_bits_from_param_00001da2
0,pin_num,extract_bits_from_mask_00001dc0
0,get_ctx,extract_bits_00001e0c
0,write_map,update_value_00001e44
0,tsrb_empty,check_equality_00002270
0,tsrb_full,check_sum_equals_00002294
0,_push,store_value_in_ptr_000022be
0,_pop,increment_and_access_memory_000022f0
0,aflCall,execute_software_interrupt_000023c8
0,list_remove_head,copy_list_item_0000240c
0,NVIC_SetPriority,update_memory_00002744
0,rtc_cb,execute_callback_000026f0
0,rtt_get_counter,get_memory_address_0000281c
0,rtt_set_counter,initialize_data_0000285c
0,rtt_get_alarm,increment_pointer_000028f0
0,rtt_clear_alarm,clear_data_00002910
0,rtt_poweron,enable_peripheral_0000294c
0,rtt_poweroff,disable_interrupt_00002970
0,dow,day_of_week_000031fc
0,NVIC_SystemReset,infinite_loop_00003658
