layer,original,predicted
0,__do_global_dtors_aux,initialize_flag_08000110
0,frame_dummy,concatenate_integers_08000134
0,__subdf3,perform_arithmetic_operations_08000158
0,__aeabi_dadd,calculate_result_0800015c
0,__floatunsidf,reverse_bits_and_shift_080003d4
0,__aeabi_i2d,calculate_shifted_value_080003f4
0,__aeabi_f2d,calculate_shifted_value_08000418
0,FUN_080006a4,calculate_bitwise_result_080006a4
0,FUN_0800088a,calculate_float_value_0800088a
0,__nedf2,check_params_equal_or_zero_080008fc
0,__truncdfsf2,calculate_float_value_080009fc
0,__aeabi_fsub,calculate_floating_point_08000aa4
0,__addsf3,perform_arithmetic_operation_08000aa8
0,__floatunsisf,calculate_result_08000c08
0,__floatsisf,compute_modified_value_08000c10
0,__aeabi_fmul,calculate_float_from_integers_08000cb8
0,__aeabi_fdiv,floating_point_addition_08000e20
0,__cmpsf2,calculate_overflow_08000f68
0,__fixunssfsi,check_validity_08001044
0,memcpy,copy_memory_08001084
0,__unorddf2,is_valid_input_08001170
0,__aeabi_d2iz,calculate_value_0800119c
0,__udivmoddi4,calculate_quotient_remainder_0800121c
0,HAL_IncTick,add_data_to_global_variable_0800157c
0,HAL_GetTick,get_data_from_memory_080015a0
0,NVIC_SetPriorityGrouping,set_register_value_080015b4
0,NVIC_GetPriorityGrouping,get_shifted_and_masked_bits_080015fc
0,NVIC_SetPriority,set_byte_value_08001618
0,NVIC_EncodePriority,apply_bitwise_operations_0800166c
0,HAL_SYSTICK_CLKSourceConfig,set_register_bits_0800177c
0,HAL_GPIO_Init,update_bitwise_operations_080017c4
0,HAL_GPIO_WritePin,update_data_08001a80
0,I2C_IsAcknowledgeFailed,check_flag_status_08002d3c
0,HAL_RCC_GetSysClockFreq,calculate_execution_time_08003440
0,HAL_RCC_GetHCLKFreq,get_memory_address_08003504
0,RCC_Delay,delay_function_08003568
0,HAL_TIM_Base_Start_IT,set_flags_0800360c
0,TIM_Base_SetConfig,update_memory_08003c94
0,TIM_OC1_SetConfig,set_flags_and_values_08003d60
0,TIM_OC2_SetConfig,modify_parameters_08003e38
0,TIM_OC3_SetConfig,update_function_08003f18
0,TIM_OC4_SetConfig,update_data_08003ff8
0,TIM_TI1_ConfigInputStage,update_parameters_080040a0
0,TIM_TI2_ConfigInputStage,update_flags_08004104
0,TIM_ITRx_SetConfig,update_bit_mask_0800416a
0,TIM_ETR_SetConfig,update_parameter_080041a8
0,TIM_CCxChannelCmd,update_bits_080041ea
0,HAL_TIMEx_ConfigBreakDeadTime,set_flag_based_on_condition_0800422e
0,HAL_TIMEx_MasterConfigSynchronization,update_flags_and_return_result_080042de
