layer,original,predicted
0,FUN_00102020,execute_indirect_jump_00102020
0,get_char.cold,reverse_bits_00102771
0,unget_part_char.cold,calculate_sum_and_increment_001027e2
0,FUN_0010282b,initialize_data_0010282b
0,print_filename_and_address.part.0,print_formatted_value_0010286f
0,is_valid_utf8,decode_byte_sequence_001028b2
0,get_unicode_byte,read_byte_from_file_0010290e
0,display_utf8_char,display_unicode_0010293a
0,usage,print_strings_usage_001030c0
0,FUN_001034fa,print_formatted_output_001034fa
0,FUN_00103510,print_formatted_output_00103510
0,report,FUNC_001038b0
1,print_filename_and_address.cold,print_message_00102853
1,get_char,read_bytes_00103520
1,unget_part_char,update_data_00103810
1,print_filename_and_address,print_if_enabled_00103890
1,non_fatal,process_data_00103910
1,fatal,process_data_00104a60
2,print_unicode_stream_body,process_data_00102b11
2,FUN_001034d5,process_input_001034d5
3,print_strings.cold,process_input_00102330
3,FUN_0010259a,print_formatted_output_0010259a
3,print_strings,print_formatted_output_00103240
4,main,extract_strings_from_file_00103aa0
