layer,original,predicted
0,FUN_00102020,execute_indirect_function_call_00102020
0,elf_x86_feature.cold,update_x86_feature_flags_001022c0
0,elf_osabi.cold,print_unknown_osabi_error_message_00102323
0,elf_machine.cold,get_machine_type_0010234b
0,elf_type.cold,initialize_flag_001023ce
0,FUN_001024ec,update_elf_header_error_message_001024ec
0,FUN_00102558,read_elf_header_error_00102558
0,startswith,compare_strings_001027fd
0,process_archive_index_and_symbols.constprop.0,validate_and_read_archive_header_001028be
0,byte_put_little_endian.cold,handle_unhandled_data_length_error_00102c98
0,adjust_relative_path,extract_file_name_from_path_00102cc4
0,release_archive,free_memory_and_reset_00102f65
0,consume_whitespace,skip_non_ascii_characters_00102fa0
0,xexit.constprop.0,exit_program_00102fbc
0,byte_get_big_endian,convert_data_to_unsigned_long_0010347f
0,byte_put_big_endian,write_data_to_memory_0010354e
0,byte_get_little_endian,get_value_from_data_00103a90
0,byte_put_little_endian,write_param_to_memory_00103ad0
0,elf_x86_feature,identify_x86_feature_00104c60
0,elf_osabi,find_osabi_index_00104ce0
0,elf_machine,get_machine_type_00104d30
0,elf_type,get_file_type_00104da0
1,process_object.cold,update_elf_header_information_00102434
1,setup_archive.constprop.0,process_archive_file_001025ab
1,process_object,read_and_validate_elf_header_00104de0
2,xmalloc_failed,allocate_memory_and_print_error_message_00102fc7
2,reconcat,reverse_string_and_free_memory_00103006
2,xstrdup,copy_string_characters_00103160
2,concat.constprop.0,reverse_string_concatenation_00103186
3,xmalloc.cold,extract_file_name_from_path_00102cbc
3,usage,print_elf_edit_usage_001032de
3,xrealloc,allocate_or_reallocate_memory_00103449
3,xmalloc,extract_file_name_from_path_00105370
4,get_archive_member_name,extract_file_name_from_path_001029a5
5,process_archive,process_archive_files_0010358d
6,main,process_binary_file_00103bf0
